wild_mut,ALTS910101,BENS940101,BENS940102,BENS940103,BENS940104,CSEM940101,DAYM780301,FEND850101,FITW660101,GEOD900101,GONG920101,GRAR740104,HENS920101,HENS920102,HENS920103,JOHM930101,JOND920103,JOND940101,KOLA920101,LEVJ860101,LUTR910101,LUTR910102,LUTR910103,LUTR910104,LUTR910105,LUTR910106,LUTR910107,LUTR910108,LUTR910109,MCLA710101,MCLA720101,MIYS930101,MIYT790101,MOHR870101,NIEK910101,NIEK910102,OVEJ920101,QU_C930101,QU_C930102,QU_C930103,RISJ880101,TUDE900101,AZAE970101,AZAE970102,RIER950101,WEIL970101,WEIL970102,MEHP950102,KAPO950101,VOGG950101,BLAJ010101,PRLA000101,PRLA000102,QUIB020101,NAOD960101,RUSR970101,RUSR970102,RUSR970103,OGAK980101,KANM000101,NGPC000101,MUET010101,MUET020101,MUET020102,CROG050101
EP,1.0,-2.6,-1.7,-0.7,-2.1,-0.11,1.0,3.0,2.0,4.0,-0.5,93.0,0.0,2.0,2.0,-1.5,2.0,3.0,0.0,1.0,3.0,7.0,1.0,4.0,10.0,19.0,3.0,6.0,13.0,4.0,0.0,-0.13,2.48,5.0,-0.08,0.07,1.0,-0.216,0.097,0.0,-0.1,7.0,5.0,0.0,50.0,1.0,0.0,0.75,19.1,4.7,1.0,-0.26,-0.43,0.0,0.0,1.0,2.0,1.0,-7.8,7.0,5.0,-7.0,1.0,0.0,1.0
PG,2.0,-1.7,-1.8,-1.7,-1.8,0.25,1.0,3.0,2.0,8.0,-1.6,42.0,2.0,3.0,5.0,-2.5,1.0,2.0,0.0,0.0,19.0,11.0,0.0,6.0,10.0,14.0,17.0,3.0,13.0,3.0,0.0,-0.14,0.97,11.0,0.1,0.09,2.0,-0.023,0.0,0.0,-1.2,4.0,13.0,10.0,93.0,0.0,2.0,0.75,17.0,3.6,0.0,-0.04,-1.79,-0.8,6.0,0.0,0.0,1.0,-7.2,18.0,3.0,-4.5,3.0,1.0,2.0
GP,2.0,-1.7,-1.8,-1.7,-1.8,0.25,1.0,3.0,2.0,8.0,-1.6,42.0,2.0,3.0,5.0,-2.5,1.0,2.0,0.0,0.0,19.0,11.0,0.0,6.0,10.0,14.0,17.0,3.0,13.0,3.0,0.0,-0.14,0.97,11.0,0.1,0.09,2.0,-0.023,0.0,0.0,-1.2,4.0,13.0,10.0,93.0,0.0,2.0,0.75,17.0,3.6,0.0,-0.04,-1.79,-0.8,6.0,0.0,0.0,1.0,-7.2,18.0,3.0,-4.5,3.0,1.0,2.0
PH,1.0,-0.4,-0.4,-1.0,0.7,0.05,0.0,3.0,1.0,9.0,-1.1,77.0,2.0,3.0,4.0,-4.3,0.0,4.0,0.0,0.0,12.0,23.0,7.0,14.0,9.0,15.0,12.0,4.0,10.0,3.0,0.0,0.14,2.15,5.0,-0.32,-0.34,3.0,0.304,0.651,4.0,-1.6,2.0,4.0,3.0,83.0,0.0,2.0,0.83,11.7,4.1,4.0,-1.44,-3.55,-2.1,2.0,2.0,1.0,2.0,-7.5,18.0,6.0,-8.0,2.0,1.0,2.0
HP,1.0,-0.4,-0.4,-1.0,0.7,0.05,0.0,3.0,1.0,9.0,-1.1,77.0,2.0,3.0,4.0,-4.3,0.0,4.0,0.0,0.0,12.0,23.0,7.0,14.0,9.0,15.0,12.0,4.0,10.0,3.0,0.0,0.14,2.15,5.0,-0.32,-0.34,3.0,0.304,0.651,4.0,-1.6,2.0,4.0,3.0,83.0,0.0,2.0,0.83,11.7,4.1,4.0,-1.44,-3.55,-2.1,2.0,2.0,1.0,2.0,-7.5,18.0,6.0,-8.0,2.0,1.0,2.0
PI,3.0,-2.0,-2.3,-2.6,-1.6,-0.19,2.0,2.0,2.0,9.0,-2.6,95.0,2.0,4.0,5.0,-5.7,2.0,3.0,0.0,1.0,11.0,28.0,8.0,1.0,8.0,9.0,15.0,7.0,1.0,1.0,0.0,-0.78,2.62,3.0,-0.53,-0.55,4.0,0.065,0.572,3.0,-0.6,18.0,14.0,9.0,79.0,0.0,3.0,1.3,9.35,2.6,3.0,-2.0,-4.04,-2.4,8.0,2.0,2.0,0.0,-7.2,30.0,4.0,-4.0,4.0,3.0,4.0
IP,3.0,-2.0,-2.3,-2.6,-1.6,-0.19,2.0,2.0,2.0,9.0,-2.6,95.0,2.0,4.0,5.0,-5.7,2.0,3.0,0.0,1.0,11.0,28.0,8.0,1.0,8.0,9.0,15.0,7.0,1.0,1.0,0.0,-0.78,2.62,3.0,-0.53,-0.55,4.0,0.065,0.572,3.0,-0.6,18.0,14.0,9.0,79.0,0.0,3.0,1.3,9.35,2.6,3.0,-2.0,-4.04,-2.4,8.0,2.0,2.0,0.0,-7.2,30.0,4.0,-4.0,4.0,3.0,4.0
PL,3.0,-0.2,-1.3,-2.2,0.0,-0.2,3.0,3.0,1.0,9.0,-2.3,98.0,3.0,4.0,5.0,-2.8,0.0,1.0,0.0,1.0,10.0,36.0,24.0,7.0,3.0,3.0,16.0,21.0,1.0,1.0,1.0,-0.67,2.7,4.0,-0.25,-0.26,3.0,0.079,0.504,2.0,-0.8,16.0,12.0,9.0,81.0,0.0,3.0,1.21,7.28,2.9,1.0,-1.56,-2.88,-1.4,8.0,0.0,5.0,2.0,-6.6,33.0,5.0,-5.0,3.0,2.0,3.0
LP,3.0,-0.2,-1.3,-2.2,0.0,-0.2,3.0,3.0,1.0,9.0,-2.3,98.0,3.0,4.0,5.0,-2.8,0.0,1.0,0.0,1.0,10.0,36.0,24.0,7.0,3.0,3.0,16.0,21.0,1.0,1.0,1.0,-0.67,2.7,4.0,-0.25,-0.26,3.0,0.079,0.504,2.0,-0.8,16.0,12.0,9.0,81.0,0.0,3.0,1.21,7.28,2.9,1.0,-1.56,-2.88,-1.4,8.0,0.0,5.0,2.0,-6.6,33.0,5.0,-5.0,3.0,2.0,3.0
PK,2.0,-2.3,-1.6,-0.8,-1.5,-0.17,1.0,2.0,2.0,3.0,-0.6,103.0,1.0,2.0,2.0,-0.6,2.0,4.0,0.0,0.0,9.0,5.0,8.0,3.0,12.0,16.0,8.0,1.0,14.0,3.0,0.0,-0.14,2.94,6.0,0.04,0.04,1.0,0.099,0.206,1.0,-0.7,2.0,5.0,1.0,46.0,0.0,1.0,0.92,16.8,4.6,1.0,-0.19,-1.21,0.2,3.0,4.0,0.0,1.0,-7.5,10.0,4.0,-4.5,1.0,0.0,1.0
KP,2.0,-2.3,-1.6,-0.8,-1.5,-0.17,1.0,2.0,2.0,3.0,-0.6,103.0,1.0,2.0,2.0,-0.6,2.0,4.0,0.0,0.0,9.0,5.0,8.0,3.0,12.0,16.0,8.0,1.0,14.0,3.0,0.0,-0.14,2.94,6.0,0.04,0.04,1.0,0.099,0.206,1.0,-0.7,2.0,5.0,1.0,46.0,0.0,1.0,0.92,16.8,4.6,1.0,-0.19,-1.21,0.2,3.0,4.0,0.0,1.0,-7.5,10.0,4.0,-4.5,1.0,0.0,1.0
PM,3.0,-1.8,-2.0,-2.4,-1.4,-0.17,2.0,2.0,2.0,10.0,-2.4,87.0,2.0,4.0,4.0,-9.8,2.0,3.0,0.0,1.0,11.0,25.0,10.0,1.0,6.0,16.0,15.0,8.0,0.0,1.0,0.0,-0.82,2.36,2.0,-0.31,-0.32,6.0,0.266,0.523,3.0,-1.2,10.0,10.0,9.0,78.0,1.0,3.0,1.34,11.6,2.8,4.0,-1.09,-2.02,-1.9,6.0,17.0,3.0,0.0,-8.8,21.0,5.0,-5.0,4.0,2.0,3.0
MP,3.0,-1.8,-2.0,-2.4,-1.4,-0.17,2.0,2.0,2.0,10.0,-2.4,87.0,2.0,4.0,4.0,-9.8,2.0,3.0,0.0,1.0,11.0,25.0,10.0,1.0,6.0,16.0,15.0,8.0,0.0,1.0,0.0,-0.82,2.36,2.0,-0.31,-0.32,6.0,0.266,0.523,3.0,-1.2,10.0,10.0,9.0,78.0,1.0,3.0,1.34,11.6,2.8,4.0,-1.09,-2.02,-1.9,6.0,17.0,3.0,0.0,-8.8,21.0,5.0,-5.0,4.0,2.0,3.0
PF,5.0,-3.2,-3.4,-3.8,-1.8,-0.12,5.0,2.0,2.0,8.0,-3.8,114.0,3.0,5.0,6.0,-5.0,3.0,4.0,0.0,1.0,24.0,28.0,32.0,8.0,2.0,9.0,26.0,28.0,4.0,1.0,0.0,-0.76,3.17,4.0,-0.28,-0.31,5.0,0.091,0.661,3.0,-1.1,2.0,6.0,5.0,76.0,0.0,4.0,1.07,3.14,1.4,4.0,-0.91,-2.96,-4.1,4.0,4.0,1.0,1.0,-8.8,39.0,5.0,-4.5,5.0,3.0,3.0
FP,5.0,-3.2,-3.4,-3.8,-1.8,-0.12,5.0,2.0,2.0,8.0,-3.8,114.0,3.0,5.0,6.0,-5.0,3.0,4.0,0.0,1.0,24.0,28.0,32.0,8.0,2.0,9.0,26.0,28.0,4.0,1.0,0.0,-0.76,3.17,4.0,-0.28,-0.31,5.0,0.091,0.661,3.0,-1.1,2.0,6.0,5.0,76.0,0.0,4.0,1.07,3.14,1.4,4.0,-0.91,-2.96,-4.1,4.0,4.0,1.0,1.0,-8.8,39.0,5.0,-4.5,5.0,3.0,3.0
PP,6.0,6.5,7.0,7.5,3.8,1.0,6.0,6.0,0.0,10.0,7.6,0.0,9.0,11.0,12.0,10.3,6.0,11.0,10.0,3.0,55.0,83.0,67.0,4.0,56.0,95.0,58.0,59.0,78.0,8.0,5.0,0.56,0.0,16.0,1.0,1.0,7.0,1.0,1.0,8.0,2.2,100.0,51.0,33.0,100.0,4.0,3.0,0.82,32.2,12.8,19.0,5.45,13.32,8.1,19.0,1.0,7.0,0.0,-5.7,74.0,13.0,11.0,9.0,7.0,8.0
SA,1.0,1.4,1.3,1.1,0.1,0.14,1.0,5.0,1.0,9.0,1.1,99.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,9.0,1.0,9.0,5.0,12.0,4.0,3.0,7.0,4.0,1.0,0.16,0.51,10.0,-0.38,-0.4,0.0,0.193,0.281,2.0,2.0,10.0,1.0,0.0,94.0,0.0,1.0,0.8,20.4,6.3,0.0,0.34,1.27,1.7,0.0,0.0,2.0,0.0,-5.6,12.0,2.0,2.0,1.0,1.0,0.0
AS,1.0,1.4,1.3,1.1,0.1,0.14,1.0,5.0,1.0,9.0,1.1,99.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,9.0,1.0,9.0,5.0,12.0,4.0,3.0,7.0,4.0,1.0,0.16,0.51,10.0,-0.38,-0.4,0.0,0.193,0.281,2.0,2.0,10.0,1.0,0.0,94.0,0.0,1.0,0.8,20.4,6.3,0.0,0.34,1.27,1.7,0.0,0.0,2.0,0.0,-5.6,12.0,2.0,2.0,1.0,1.0,0.0
SR,1.0,-0.9,-0.5,-0.2,0.3,-0.16,0.0,3.0,1.0,6.0,-0.2,110.0,1.0,1.0,2.0,-0.6,1.0,1.0,5.0,0.0,1.0,6.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,0.0,0.05,2.74,9.0,-0.1,-0.13,0.0,-0.043,0.804,3.0,2.0,10.0,6.0,4.0,19.0,1.0,0.0,0.99,17.5,5.0,2.0,-0.06,-0.5,0.2,2.0,2.0,0.0,0.0,-6.9,11.0,6.0,-6.0,1.0,0.0,1.0
RS,1.0,-0.9,-0.5,-0.2,0.3,-0.16,0.0,3.0,1.0,6.0,-0.2,110.0,1.0,1.0,2.0,-0.6,1.0,1.0,5.0,0.0,1.0,6.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,0.0,0.05,2.74,9.0,-0.1,-0.13,0.0,-0.043,0.804,3.0,2.0,10.0,6.0,4.0,19.0,1.0,0.0,0.99,17.5,5.0,2.0,-0.06,-0.5,0.2,2.0,2.0,0.0,0.0,-6.9,11.0,6.0,-6.0,1.0,0.0,1.0
SN,1.0,1.2,1.1,0.9,-0.3,0.14,1.0,5.0,1.0,10.0,0.9,46.0,1.0,1.0,1.0,1.0,1.0,2.0,6.6,0.0,3.0,8.0,4.0,4.0,0.0,13.0,4.0,5.0,6.0,5.0,1.0,-0.02,1.31,11.0,0.04,0.06,0.0,-0.051,0.661,3.0,1.9,1.0,7.0,6.0,66.0,1.0,0.0,0.84,20.9,6.1,3.0,0.4,1.54,1.4,4.0,5.0,3.0,4.0,-6.5,10.0,1.0,0.5,1.0,1.0,0.0
NS,1.0,1.2,1.1,0.9,-0.3,0.14,1.0,5.0,1.0,10.0,0.9,46.0,1.0,1.0,1.0,1.0,1.0,2.0,6.6,0.0,3.0,8.0,4.0,4.0,0.0,13.0,4.0,5.0,6.0,5.0,1.0,-0.02,1.31,11.0,0.04,0.06,0.0,-0.051,0.661,3.0,1.9,1.0,7.0,6.0,66.0,1.0,0.0,0.84,20.9,6.1,3.0,0.4,1.54,1.4,4.0,5.0,3.0,4.0,-6.5,10.0,1.0,0.5,1.0,1.0,0.0
SD,0.0,-0.4,0.1,0.4,-2.1,0.22,0.0,3.0,2.0,7.0,0.5,65.0,0.0,0.0,1.0,-0.2,0.0,0.0,6.6,0.0,2.0,8.0,3.0,3.0,0.0,17.0,3.0,5.0,8.0,3.0,0.0,-0.14,1.87,10.0,0.02,0.03,0.0,0.012,0.245,2.0,0.7,7.0,8.0,6.0,39.0,1.0,1.0,0.77,19.1,5.7,0.0,0.71,2.34,1.7,4.0,3.0,2.0,2.0,-5.7,4.0,4.0,-5.5,0.0,0.0,0.0
DS,0.0,-0.4,0.1,0.4,-2.1,0.22,0.0,3.0,2.0,7.0,0.5,65.0,0.0,0.0,1.0,-0.2,0.0,0.0,6.6,0.0,2.0,8.0,3.0,3.0,0.0,17.0,3.0,5.0,8.0,3.0,0.0,-0.14,1.87,10.0,0.02,0.03,0.0,0.012,0.245,2.0,0.7,7.0,8.0,6.0,39.0,1.0,1.0,0.77,19.1,5.7,0.0,0.71,2.34,1.7,4.0,3.0,2.0,2.0,-5.7,4.0,4.0,-5.5,0.0,0.0,0.0
SC,1.0,0.9,0.3,0.1,1.5,0.1,0.0,4.0,1.0,8.0,0.1,112.0,1.0,1.0,2.0,-7.7,1.0,1.0,9.0,0.0,10.0,11.0,5.0,10.0,6.0,1.0,11.0,7.0,10.0,2.0,2.0,-0.2,1.84,10.0,0.31,0.35,4.0,-0.178,0.104,1.0,-1.3,6.0,1.0,2.0,91.0,0.0,1.0,0.81,17.7,5.3,18.0,0.31,1.08,0.7,3.0,5.0,1.0,3.0,-8.2,10.0,1.0,3.0,1.0,1.0,2.0
CS,1.0,0.9,0.3,0.1,1.5,0.1,0.0,4.0,1.0,8.0,0.1,112.0,1.0,1.0,2.0,-7.7,1.0,1.0,9.0,0.0,10.0,11.0,5.0,10.0,6.0,1.0,11.0,7.0,10.0,2.0,2.0,-0.2,1.84,10.0,0.31,0.35,4.0,-0.178,0.104,1.0,-1.3,6.0,1.0,2.0,91.0,0.0,1.0,0.81,17.7,5.3,18.0,0.31,1.08,0.7,3.0,5.0,1.0,3.0,-8.2,10.0,1.0,3.0,1.0,1.0,2.0
SQ,2.0,-1.4,-0.6,0.1,-2.3,-0.06,1.0,3.0,1.0,10.0,0.2,68.0,0.0,0.0,1.0,-1.2,1.0,1.0,0.0,0.0,2.0,8.0,2.0,4.0,6.0,10.0,3.0,4.0,2.0,4.0,1.0,-0.2,1.65,10.0,-0.23,-0.22,1.0,0.404,0.357,2.0,1.8,7.0,6.0,4.0,71.0,0.0,0.0,0.85,17.6,5.4,0.0,1.04,2.59,0.9,2.0,0.0,4.0,1.0,-7.0,0.0,1.0,-2.5,0.0,0.0,0.0
QS,2.0,-1.4,-0.6,0.1,-2.3,-0.06,1.0,3.0,1.0,10.0,0.2,68.0,0.0,0.0,1.0,-1.2,1.0,1.0,0.0,0.0,2.0,8.0,2.0,4.0,6.0,10.0,3.0,4.0,2.0,4.0,1.0,-0.2,1.65,10.0,-0.23,-0.22,1.0,0.404,0.357,2.0,1.8,7.0,6.0,4.0,71.0,0.0,0.0,0.85,17.6,5.4,0.0,1.04,2.59,0.9,2.0,0.0,4.0,1.0,-7.0,0.0,1.0,-2.5,0.0,0.0,0.0
SE,1.0,-1.2,-0.5,0.1,-2.8,-0.17,0.0,3.0,2.0,7.0,0.2,80.0,0.0,0.0,1.0,-2.2,1.0,0.0,0.0,0.0,2.0,9.0,1.0,5.0,3.0,13.0,3.0,4.0,5.0,4.0,0.0,-0.19,2.06,9.0,-0.41,-0.43,1.0,-0.081,0.204,2.0,1.8,10.0,6.0,3.0,45.0,2.0,2.0,0.92,17.7,5.4,0.0,0.31,0.42,1.1,3.0,2.0,1.0,2.0,-6.6,1.0,3.0,-5.0,0.0,0.0,1.0
ES,1.0,-1.2,-0.5,0.1,-2.8,-0.17,0.0,3.0,2.0,7.0,0.2,80.0,0.0,0.0,1.0,-2.2,1.0,0.0,0.0,0.0,2.0,9.0,1.0,5.0,3.0,13.0,3.0,4.0,5.0,4.0,0.0,-0.19,2.06,9.0,-0.41,-0.43,1.0,-0.081,0.204,2.0,1.8,10.0,6.0,3.0,45.0,2.0,2.0,0.92,17.7,5.4,0.0,0.31,0.42,1.1,3.0,2.0,1.0,2.0,-6.6,1.0,3.0,-5.0,0.0,0.0,1.0
SG,1.0,0.8,0.6,0.4,-0.6,0.29,1.0,5.0,1.0,10.0,0.4,56.0,0.0,0.0,1.0,-1.3,1.0,1.0,0.0,0.0,6.0,7.0,5.0,7.0,0.0,16.0,4.0,6.0,8.0,3.0,0.0,0.0,0.85,11.0,0.28,0.28,1.0,0.015,0.0,1.0,0.7,9.0,8.0,6.0,98.0,0.0,0.0,0.91,20.2,5.6,0.0,0.29,0.63,1.6,4.0,4.0,0.0,0.0,-6.3,2.0,1.0,0.5,0.0,0.0,1.0
GS,1.0,0.8,0.6,0.4,-0.6,0.29,1.0,5.0,1.0,10.0,0.4,56.0,0.0,0.0,1.0,-1.3,1.0,1.0,0.0,0.0,6.0,7.0,5.0,7.0,0.0,16.0,4.0,6.0,8.0,3.0,0.0,0.0,0.85,11.0,0.28,0.28,1.0,0.015,0.0,1.0,0.7,9.0,8.0,6.0,98.0,0.0,0.0,0.91,20.2,5.6,0.0,0.29,0.63,1.6,4.0,4.0,0.0,0.0,-6.3,2.0,1.0,0.5,0.0,0.0,1.0
SH,2.0,-0.9,-0.5,-0.3,-1.6,0.14,1.0,3.0,2.0,9.0,-0.2,89.0,1.0,1.0,2.0,-2.6,1.0,2.0,9.0,0.0,4.0,1.0,0.0,19.0,11.0,10.0,3.0,0.0,3.0,3.0,0.0,-0.15,1.94,10.0,-0.05,-0.02,2.0,0.144,0.568,3.0,-0.4,3.0,3.0,2.0,78.0,1.0,0.0,0.85,13.8,5.0,0.0,-0.74,-2.38,-0.1,2.0,1.0,4.0,1.0,-7.0,9.0,2.0,-2.5,1.0,0.0,1.0
HS,2.0,-0.9,-0.5,-0.3,-1.6,0.14,1.0,3.0,2.0,9.0,-0.2,89.0,1.0,1.0,2.0,-2.6,1.0,2.0,9.0,0.0,4.0,1.0,0.0,19.0,11.0,10.0,3.0,0.0,3.0,3.0,0.0,-0.15,1.94,10.0,-0.05,-0.02,2.0,0.144,0.568,3.0,-0.4,3.0,3.0,2.0,78.0,1.0,0.0,0.85,13.8,5.0,0.0,-0.74,-2.38,-0.1,2.0,1.0,4.0,1.0,-7.0,9.0,2.0,-2.5,1.0,0.0,1.0
SI,2.0,-1.2,-1.4,-1.8,-0.5,-0.27,1.0,2.0,1.0,7.0,-1.8,142.0,2.0,4.0,4.0,-4.7,1.0,1.0,0.0,1.0,5.0,11.0,4.0,1.0,10.0,12.0,8.0,5.0,13.0,2.0,0.0,-0.68,2.95,8.0,-0.34,-0.37,3.0,0.166,0.083,0.0,1.6,17.0,8.0,7.0,84.0,1.0,1.0,1.24,14.6,3.4,6.0,-1.75,-4.67,-1.1,5.0,1.0,4.0,3.0,-7.2,20.0,2.0,-1.5,3.0,2.0,4.0
IS,2.0,-1.2,-1.4,-1.8,-0.5,-0.27,1.0,2.0,1.0,7.0,-1.8,142.0,2.0,4.0,4.0,-4.7,1.0,1.0,0.0,1.0,5.0,11.0,4.0,1.0,10.0,12.0,8.0,5.0,13.0,2.0,0.0,-0.68,2.95,8.0,-0.34,-0.37,3.0,0.166,0.083,0.0,1.6,17.0,8.0,7.0,84.0,1.0,1.0,1.24,14.6,3.4,6.0,-1.75,-4.67,-1.1,5.0,1.0,4.0,3.0,-7.2,20.0,2.0,-1.5,3.0,2.0,4.0
SL,4.0,-1.5,-2.1,-2.2,-1.2,-0.19,3.0,2.0,1.0,7.0,-2.1,145.0,3.0,4.0,4.0,-5.2,2.0,2.0,0.0,1.0,5.0,25.0,12.0,10.0,15.0,15.0,10.0,15.0,15.0,2.0,0.0,-0.7,3.04,8.0,-0.61,-0.66,4.0,-0.042,0.003,0.0,1.3,11.0,7.0,6.0,86.0,1.0,1.0,1.09,12.2,3.1,4.0,-2.3,-6.22,-0.8,5.0,1.0,2.0,0.0,-6.4,22.0,2.0,-1.5,3.0,2.0,3.0
LS,4.0,-1.5,-2.1,-2.2,-1.2,-0.19,3.0,2.0,1.0,7.0,-2.1,145.0,3.0,4.0,4.0,-5.2,2.0,2.0,0.0,1.0,5.0,25.0,12.0,10.0,15.0,15.0,10.0,15.0,15.0,2.0,0.0,-0.7,3.04,8.0,-0.61,-0.66,4.0,-0.042,0.003,0.0,1.3,11.0,7.0,6.0,86.0,1.0,1.0,1.09,12.2,3.1,4.0,-2.3,-6.22,-0.8,5.0,1.0,2.0,0.0,-6.4,22.0,2.0,-1.5,3.0,2.0,3.0
SK,1.0,-1.2,-0.4,0.0,-1.5,-0.24,0.0,3.0,2.0,6.0,0.1,121.0,1.0,0.0,1.0,-1.5,1.0,1.0,5.0,0.0,1.0,8.0,3.0,5.0,4.0,11.0,1.0,1.0,4.0,3.0,0.0,-0.14,2.71,10.0,-0.18,-0.21,1.0,0.102,0.745,3.0,1.4,10.0,6.0,4.0,41.0,0.0,0.0,0.89,16.6,5.3,1.0,-0.06,-0.27,1.4,3.0,0.0,0.0,0.0,-6.6,3.0,5.0,-5.0,1.0,0.0,1.0
KS,1.0,-1.2,-0.4,0.0,-1.5,-0.24,0.0,3.0,2.0,6.0,0.1,121.0,1.0,0.0,1.0,-1.5,1.0,1.0,5.0,0.0,1.0,8.0,3.0,5.0,4.0,11.0,1.0,1.0,4.0,3.0,0.0,-0.14,2.71,10.0,-0.18,-0.21,1.0,0.102,0.745,3.0,1.4,10.0,6.0,4.0,41.0,0.0,0.0,0.89,16.6,5.3,1.0,-0.06,-0.27,1.4,3.0,0.0,0.0,0.0,-6.6,3.0,5.0,-5.0,1.0,0.0,1.0
SM,2.0,-1.3,-1.5,-1.4,-1.3,-0.17,2.0,1.0,2.0,8.0,-1.4,135.0,2.0,2.0,3.0,-4.8,1.0,2.0,0.0,1.0,4.0,18.0,3.0,0.0,2.0,2.0,7.0,4.0,3.0,2.0,0.0,-0.75,2.67,7.0,-0.48,-0.53,4.0,0.165,0.054,0.0,0.6,10.0,5.0,5.0,83.0,0.0,1.0,1.15,14.7,3.8,7.0,-1.34,-3.92,-1.1,3.0,3.0,2.0,4.0,-7.5,10.0,2.0,-1.0,3.0,1.0,2.0
MS,2.0,-1.3,-1.5,-1.4,-1.3,-0.17,2.0,1.0,2.0,8.0,-1.4,135.0,2.0,2.0,3.0,-4.8,1.0,2.0,0.0,1.0,4.0,18.0,3.0,0.0,2.0,2.0,7.0,4.0,3.0,2.0,0.0,-0.75,2.67,7.0,-0.48,-0.53,4.0,0.165,0.054,0.0,0.6,10.0,5.0,5.0,83.0,0.0,1.0,1.15,14.7,3.8,7.0,-1.34,-3.92,-1.1,3.0,3.0,2.0,4.0,-7.5,10.0,2.0,-1.0,3.0,1.0,2.0
SF,3.0,-1.8,-2.2,-2.6,0.0,-0.01,3.0,3.0,1.0,6.0,-2.8,155.0,2.0,4.0,4.0,-4.8,2.0,1.0,5.0,1.0,14.0,37.0,18.0,14.0,9.0,16.0,19.0,21.0,14.0,2.0,0.0,-0.53,3.45,8.0,-0.13,-0.13,3.0,-0.012,0.152,0.0,0.5,0.0,5.0,5.0,81.0,2.0,0.0,1.28,9.65,2.4,4.0,-1.11,-5.03,-2.5,4.0,2.0,0.0,0.0,-8.3,19.0,2.0,-0.5,3.0,2.0,3.0
FS,3.0,-1.8,-2.2,-2.6,0.0,-0.01,3.0,3.0,1.0,6.0,-2.8,155.0,2.0,4.0,4.0,-4.8,2.0,1.0,5.0,1.0,14.0,37.0,18.0,14.0,9.0,16.0,19.0,21.0,14.0,2.0,0.0,-0.53,3.45,8.0,-0.13,-0.13,3.0,-0.012,0.152,0.0,0.5,0.0,5.0,5.0,81.0,2.0,0.0,1.28,9.65,2.4,4.0,-1.11,-5.03,-2.5,4.0,2.0,0.0,0.0,-8.3,19.0,2.0,-0.5,3.0,2.0,3.0
SP,1.0,1.4,1.1,0.5,0.4,0.27,1.0,4.0,1.0,7.0,0.4,74.0,1.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,3.0,9.0,1.0,9.0,4.0,4.0,3.0,6.0,4.0,3.0,0.0,0.24,0.56,10.0,0.35,0.35,1.0,-0.363,0.2,1.0,-0.3,15.0,6.0,5.0,95.0,0.0,1.0,0.87,17.9,5.6,1.0,-0.29,-1.28,2.0,3.0,5.0,2.0,5.0,-6.8,8.0,3.0,-4.0,0.0,0.0,1.0
PS,1.0,1.4,1.1,0.5,0.4,0.27,1.0,4.0,1.0,7.0,0.4,74.0,1.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,3.0,9.0,1.0,9.0,4.0,4.0,3.0,6.0,4.0,3.0,0.0,0.24,0.56,10.0,0.35,0.35,1.0,-0.363,0.2,1.0,-0.3,15.0,6.0,5.0,95.0,0.0,1.0,0.87,17.9,5.6,1.0,-0.29,-1.28,2.0,3.0,5.0,2.0,5.0,-6.8,8.0,3.0,-4.0,0.0,0.0,1.0
SS,3.0,2.1,2.0,2.1,2.6,1.0,2.0,6.0,0.0,10.0,2.2,0.0,4.0,6.0,7.0,5.8,2.0,3.0,10.0,2.0,17.0,36.0,17.0,23.0,25.0,28.0,19.0,17.0,26.0,8.0,5.0,0.48,0.0,16.0,1.0,1.0,4.0,1.0,1.0,8.0,2.2,100.0,9.0,7.0,100.0,4.0,0.0,0.96,25.4,7.4,9.0,2.36,6.35,2.8,5.0,10.0,0.0,3.0,-4.6,36.0,6.0,6.0,4.0,2.0,4.0
TA,1.0,1.7,1.4,0.7,0.9,0.11,1.0,5.0,1.0,10.0,0.6,58.0,0.0,0.0,0.0,-0.8,2.0,1.0,0.0,0.0,3.0,8.0,1.0,6.0,3.0,6.0,3.0,2.0,4.0,3.0,1.0,0.18,0.9,10.0,-0.59,-0.63,1.0,-0.083,0.574,3.0,1.9,3.0,2.0,2.0,98.0,0.0,0.0,0.97,18.1,5.8,3.0,0.13,0.6,1.7,0.0,1.0,0.0,0.0,-6.2,0.0,0.0,1.5,1.0,1.0,1.0
AT,1.0,1.7,1.4,0.7,0.9,0.11,1.0,5.0,1.0,10.0,0.6,58.0,0.0,0.0,0.0,-0.8,2.0,1.0,0.0,0.0,3.0,8.0,1.0,6.0,3.0,6.0,3.0,2.0,4.0,3.0,1.0,0.18,0.9,10.0,-0.59,-0.63,1.0,-0.083,0.574,3.0,1.9,3.0,2.0,2.0,98.0,0.0,0.0,0.97,18.1,5.8,3.0,0.13,0.6,1.7,0.0,1.0,0.0,0.0,-6.2,0.0,0.0,1.5,1.0,1.0,1.0
